symbol,name,asset_class,exchange,status,coverage_percent,missing_fields,missing_reasons
00400A,主動國泰動能高息,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00402A,主動安聯美國科技,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00403A,主動統一升級50,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00405A,主動富邦台灣龍耀,etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
00407A,主動凱基台灣,etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
00408A,主動第一金優股息,etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
00409A,主動復華全球50,etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
00410A,主動永豐科技趨勢,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
0054,元大台商50,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
0058,富邦發達,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
0059,富邦金融,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
0060,新台灣,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
0061,元大寶滬深,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
006205,富邦上証,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
006206,元大上證50,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
006207,復華滬深,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00625K,富邦上証+R,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00631L,元大台灣50正2,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00632R,元大台灣50反1,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00633L,富邦上証正2,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00634R,富邦上証反1,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00635U,期元大S&amp;P黃金(原名：元大S&amp;P黃金),etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00636,國泰中國A50,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00636K,國泰中國A50+U,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00637L,元大滬深300正2,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00638R,元大滬深300反1,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00639,富邦深100,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00640L,富邦日本正2,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00641R,富邦日本反1,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00642U,期元大S&amp;P石油(原名：元大S&amp;P石油),etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00643,群益深証中小,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00643K,群益深証中小+R,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00645,富邦日本,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00646,元大S&amp;P500,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00647L,元大S&amp;P500正2,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00648R,元大S&amp;P500反1,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00649,FH香港,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00650L,復華香港正2,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00651R,復華香港反1,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00652,富邦印度,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00653L,富邦印度正2,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00654R,富邦印度反1,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00655L,國泰中國A50正2,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00656R,國泰中國A50反1,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00657,國泰日經225,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00657K,國泰日經225+U,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00658L,國泰日本正2,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00659R,國泰日本反1,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00660,元大歐洲50,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00661,元大日經225,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00662,富邦NASDAQ,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00663L,國泰臺灣加權正2,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00664R,國泰臺灣加權反1,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00665L,富邦恒生國企正2,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00666R,富邦恒生國企反1,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00667,元大韓國,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00668,國泰美國道瓊,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00668K,國泰美國道瓊+U,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00669R,國泰美國道瓊反1,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00670L,富邦NASDAQ正2,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00671R,富邦NASDAQ 反1,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00672L,元大S&amp;P原油正2,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00673R,期元大S&amp;P原油反1(原名：元大S&amp;P原油反1),etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00674R,期元大S&amp;P黃金反1(原名：元大S&amp;P黃金反1),etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00675L,FB臺灣加權正2,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00676R,富邦臺灣加權反1,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00677U,期富邦VIX,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00678,群益那斯達克生技,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00680L,元大美債20正2,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00681R,元大美債20反1,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00682U,期元大美元指數(原名：元大美元指數),etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00683L,期元大美元指正2(原名：元大美元指數正2),etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00684R,期元大美元指反1(原名：元大美元指數反1),etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00685L,群益臺灣加權正2,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00686R,群益臺灣加權反1,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00688L,國泰20年美債正2,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00689R,國泰20年美債反1,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00691R,兆豐藍籌反一,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00693U,期街口S&amp;P黃豆,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00698L,元大美債7-10正2,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00699R,元大美債7-10反1,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00700,富邦恒生國企,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00702,國泰標普低波高息,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00703,台新MSCI中國,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00704L,台新MSCI台灣正2,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00705R,台新MSCI台灣反1,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00706L,期元大S&amp;P日圓正2(原名：元大S&amp;P日圓正2),etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00707R,期元大S&amp;P日圓反1(原名：元大S&amp;P日圓反1),etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00708L,期元大S&amp;P黃金正2(原名：元大S&amp;P黃金正2),etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00709,富邦歐洲,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00710B,復華彭博非投等債,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00711B,復華彭博新興債,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00712,復華富時不動產,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00714,群益道瓊美國地產,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00715L,期街口布蘭特正2,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00716R,華頓S&amp;P布蘭特反1,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00717,富邦美國特別股,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00729R,第一金工業30反一,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00732,國泰RMB短期報酬,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00733,臺灣中小A級動能50 ETF基金,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00737,國泰AI機器人,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00738U,期元大道瓊白銀(原名：元大道瓊白銀),etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00739,元大MSCI A股,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00742,新光內需收益,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00743,國泰中國A150,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00752,中信中國50,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00753L,中信中國50正2,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00757,統一FANG+,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00762,元大全球AI,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00763U,期街口道瓊銅,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00766L,台新MSCI中國正2,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00767,FH美國金融股,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00770,國泰標普北美科技ETF基金,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00771,元大US高息特別股,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00774B,新光中國政金綠債,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00774C,00774C,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00775B,台新投等債15+,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00776,新光ICE美國權值,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00783,富邦中証500,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
0080,恒中國,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
0081,恒香港,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
008201,BP上證50,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00830,國泰費城半導體,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00852L,國泰美國道瓊正2,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00861,元大全球未來通訊,etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
00865B,國泰US短期公債,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00866,新光Shiller CAPE,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00875,國泰網路資安ETF,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00876,元大全球5G(原名:元大未來關鍵科技),etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
00882,中信中國高股息,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00885,富邦越南,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00893,國泰智能電動車,etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
00895,富邦未來車,etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
00897,富邦基因免疫生技,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00898,國泰全球基因免疫與醫療革命ETF基金,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00899,FT潔淨能源(原名:富蘭克林潔淨能源),etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00900,富邦特選高股息30,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00901,永豐智能車供應鏈,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00902,中信電池及儲能,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00903,富邦元宇宙,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00904,台新臺灣半導體30,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00906,大華元宇宙科技50,etf,TWSE,partial,69.23,發行投信 | 配息資訊 | 成分股揭露狀態 | 產業配置,etf_prospectus_missing | etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00908,富邦入息REITs+,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00909,國泰全球數位支付服務ETF基金,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00910,第一金太空衛星,etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
00911,兆豐洲際半導體,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00916,國泰全球品牌50,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00917,中信特選金融,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00924,復華S&amp;P500成長,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00925,新光標普電動車,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00926,凱基全球菁英55,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00930,永豐ESG低碳高息,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00932,兆豐永續高息等權,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00936,台新永續高息中小型ETF,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00939,統一台灣高息動能ETF基金,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00941,中信上游半導體,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00945B,凱基美國非投等債,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00949,復華日本龍頭,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00951,台新日本半導體ETF,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00953B,群益優選非投等債,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00954,中信日本半導體,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00956,中信日經高股息,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00963,中信全球高股息,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
