symbol,name,asset_class,exchange,status,coverage_percent,missing_fields,missing_reasons
2465,麗臺,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2466,冠西電,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2467,志聖,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2468,華經,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2471,資通,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2472,立隆電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2474,可成,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2476,鉅祥,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2477,美隆電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2478,大毅,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2480,敦陽科,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2481,強茂,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2482,連宇,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2483,百容,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2484,希華,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2485,兆赫,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2486,一詮,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2488,漢平,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2489,瑞軒,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2491,吉祥全,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2492,華新科,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2493,揚博,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2495,普安,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2496,卓越,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2497,怡利電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2498,宏達電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2501,國建,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2504,國產,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2505,國揚,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2506,太設,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2509,全坤建,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2511,太子,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2514,龍邦,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2515,中工,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2516,新建,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2520,冠德,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2524,京城,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2527,宏璟,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2528,皇普,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2530,華建,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2534,宏盛,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2535,達欣工,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2536,宏普,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2537,聯上發,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2538,基泰,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2539,櫻花建,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2540,愛山林,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2542,興富發,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2543,皇昌,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2545,皇翔,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2546,根基,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2547,日勝生,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2548,華固,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2596,綠意,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2597,潤弘,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2601,益航,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2603,長榮,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2605,新興,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2606,裕民,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2607,榮運,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2608,嘉里大榮,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2609,陽明,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2610,華航,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2611,志信,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2612,中航,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2613,中櫃,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2614,東森,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2615,萬海,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2616,山隆,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2617,台航,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2618,長榮航,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2630,亞航,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2633,台灣高鐵,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2634,漢翔,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2636,台驊控股,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2637,慧洋-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2640,大車隊,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2641,正德,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2642,宅配通,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2643,捷迅,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2645,長榮航太,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2646,星宇航空,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2701,萬企,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2702,華園,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2704,國賓,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2705,六福,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2706,第一店,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2707,晶華,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2712,遠雄來,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2718,全心投控,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2719,燦星旅,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2722,夏都,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2723,美食-KY,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2724,藝舍-KY,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2726,雅茗-KY,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2727,王品,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2729,瓦城,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2731,雄獅,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2732,六角,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2734,易飛網,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2736,富野,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2739,寒舍,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2740,華軒,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2743,山富,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2745,五福,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2748,雲品,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2751,王座,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2752,豆府,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2753,八方雲集,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2754,亞洲藏壽司,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2755,揚秦,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2756,聯發國際,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2762,世界健身-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2801,彰銀,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2812,台中銀,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2816,旺旺保,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2820,華票,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2832,台產,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2834,臺企銀,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2836,高雄銀,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2838,聯邦銀,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2845,遠東銀,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2849,安泰銀,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2850,新產,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2851,中再保,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2852,第一保,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2855,統一證,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2867,三商壽,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2880,華南金,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2881,富邦金,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2882,國泰金,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2883,凱基金,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2884,玉山金,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2885,元大金,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2886,兆豐金,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2887,台新新光金,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2889,國票金,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2890,永豐金,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2891,中信金,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2892,第一金,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2897,王道銀行,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2901,欣欣,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2903,遠百,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2904,匯僑,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2905,三商,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2906,高林,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2908,特力,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2910,統領,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2911,麗嬰房,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2912,統一超,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2913,農林,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2915,潤泰全,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2916,滿心,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2923,鼎固-KY,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2924,宏太-KY,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2926,誠品生活,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2929,淘帝-KY,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2937,集雅社,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2939,永邑-KY,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2941,米斯特,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2945,三商家購,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2947,振宇五金,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2948,寶陞,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2949,欣新網,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
3002,歐格,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
3003,健和興,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
3004,豐達科,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
3005,神基,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
3006,晶豪科,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
3008,大立光,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
3010,華立,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
3011,今皓,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
3013,晟銘電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
3014,聯陽,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
3015,全漢,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
3016,嘉晶,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
3017,奇鋐,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
3018,隆銘綠能,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
3019,亞光,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
3021,鴻名,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
3022,威強電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
3023,信邦,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
3024,憶聲,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
